bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-PD01230D215573_ses-01_run-1_T1w	0.3737073518230495	3.5844599768219947	0.5521166330073216	6138.998106108431	4.064496666666667	4.13646	4.27634	3.78069	0.31021993514624147	0.36383888082276583	0.3259411840309927	0.643917441368103	0.27360870838165274	0.0	0.01404617025201169	18.470064558666785	13.86168712002493	18.526507261867526	192	256	256	2.6725409026107854	10.867744023444562	10.892732385967157	19.137912231846126	13.281032647120828	42.57349713622138	38.87295610289613	60.764338525346204	1.0	1.0	1.0	7.652602912241793	10.781593960962928	7.170153584083091	7.272074617445469	3997190.0	0.0	25.631818559020758	9.437183987720276	1.3056024858664736	73.94043759648034	229.13354377059312	218.5662426687777	115294.0	118.77721875160933	385.2561085989695	81.7818333812713	0.28295782485250465	62.09399484924946	699.9460896016878	700.6329668462276	12150.0	593.8614046158269	804.4508098801597	64.46638162521795	0.4474021511877222	49.78168075802636	999.124407587864	1000.0000385977328	179203.0	911.9765131819994	1083.0902245044708	52.2521598148957	0.15142960839182282	0.3979649350515881	0.47005758880185333	0.4151122705674089
sub-PD01232D735320_ses-01_run-1_T1w	0.37840955987908526	3.524953678116917	0.49657300723628744	7872.435133856138	3.8455933333333334	4.01477	3.90455	3.61746	0.2767541967628436	0.4010067331413289	0.32223907009582753	0.5503352582454681	0.17758719474077223	0.0	0.017146042554231324	22.47804442335722	14.77183879864791	21.17284951057185	192	256	256	2.7515613461341957	10.658540251131754	11.916452461289262	22.33925578660184	15.760486061832848	47.352159431383406	43.15427295696998	66.3501733776937	1.0	1.0	1.0	4.518452169795696	9.87392179703827	8.052360809373093	6.659859046339989	4708060.0	0.0	28.415398597717285	10.546367831303373	1.2252111426069456	83.86250912951171	247.88058173541603	237.53497265279293	78755.0	133.15278186649084	406.2514018267393	86.32679221160076	0.06333847104704615	65.43118844170694	712.8915204206683	713.6704954057932	25539.0	601.425231038779	823.429412395507	66.95630980267819	0.3605819200016436	42.91864674445968	1000.0777143122887	1000.0000353381038	177538.0	926.5639895871282	1073.3916820287704	44.76412413144545	0.1557026070132566	0.43568809109176326	0.49374524394586355	0.42744998678107965
sub-PD01258D834328_ses-01_run-1_T1w	0.38161461076766706	3.5933958625443667	0.5054818999334657	1927.5810037690935	4.364996666666667	4.41333	4.6408	4.04086	0.28768234700438255	0.3949949500201431	0.3173227029754743	0.6323067247867584	0.21803687512874603	0.0	0.016766603240140773	27.076398062051535	18.000832348291517	24.975227162509256	192	256	256	2.6778923218623554	11.423021775356638	10.945879890160446	18.736725573262348	12.839889289367877	42.98507976463408	38.96598722904845	61.0729926331434	1.0	1.0	1.0	585.4141690933088	10.727572796561311	8.338083596526918	7.23563789576292	4475914.0	0.0	29.073316123336554	12.184039105205569	1.6699465929265456	68.98604795379036	223.48560425291953	210.2475866880268	88460.0	120.56490614265203	369.71494356542826	78.51189407117724	0.04503405070485078	61.13424015389759	703.6015963869493	703.8619321733713	17862.0	602.0878904696553	804.2455109320581	61.616115504662865	0.2288322136799299	51.89301780505261	999.8383021511581	1000.0436159186065	125064.0	911.7339630462229	1087.1763879284263	53.37323289882982	0.1502330451754568	0.452790453683094	0.5007142049700969	0.4325395815051758
sub-PD01260D789542_ses-01_run-1_T1w	0.3717662998239513	3.5379197723688556	0.5234452619553928	5381.173375342935	3.7123000000000004	3.8017	3.79355	3.54165	0.28622604568068843	0.3850845881568998	0.32868936616241184	0.546188473701477	0.17670480608940115	0.0	0.014743649134940971	19.191062343312197	13.197580752331168	18.21293514652276	192	256	256	3.3816367533431277	11.613439683454848	12.512378701328133	22.54205966718643	22.340764793627685	64.23377821040752	58.30017358064405	88.32597773789695	1.0	1.0	1.0	3.0011933309780305	0.0	4.503230720045751	0.0	3959809.0	0.0	18.104935225099325	7.417256337510435	2.4641940751149116	57.58033243895312	261.18383304920803	252.93538757786155	116071.0	154.61039922386408	399.1501875873655	74.79641264059906	0.45170926653807486	59.102011414612555	727.2083257140329	727.2354253455997	18102.0	625.2586592404172	829.9942753873765	62.618428108546674	0.39148586292326204	42.30267552333237	999.4464688408349	1000.0000276938081	188134.0	925.6096815988421	1071.0649775229394	44.36140196477675	0.14766562069527503	0.4076394736290791	0.4489482396608914	0.4646079310279055
sub-PD01265D410434_ses-01_run-1_T1w	0.3419149432672034	3.9107856125308307	0.4914447311462083	2646.936534859521	4.012213333333334	4.10561	4.11677	3.81426	0.2186037490900182	0.45240649100054464	0.3289897599094372	0.5259304642677307	0.17855592370033257	0.0	0.013626661161511065	29.97627393796601	15.055152915807465	22.802654372373542	192	256	256	1.892726359074606	11.201614736904364	11.822878891425669	22.374295578298042	13.312455423069654	51.85052620080747	46.50276251901672	74.34530593317302	1.0	1.0	1.0	4.319991681092707	8.812074486046454	8.662142202518377	5.943653918802738	4557994.0	0.0	30.391883704811335	10.579826887329261	2.994176951440185	60.15709515807713	208.47182957611705	179.06248039379716	49692.0	107.26314105466008	402.1079997867346	94.6046309350597	0.12086785365487662	60.80331395372053	698.2943032335754	697.4283508323133	44821.0	597.1390970423818	802.472527757287	62.26071749634565	0.3566827533652277	42.65044051246484	999.6058439462862	999.9999596588314	172342.0	925.2287933602929	1072.35404003039	44.69401304488998	0.14132816733091827	0.48235135274873	0.5171853557672804	0.46961295124674357
sub-PD01268D943435_ses-01_run-1_T1w	0.3758228108467104	3.5833191166137834	0.47528919609596243	4999.577751479291	3.8433966666666666	3.85227	4.08454	3.59338	0.25976945683057295	0.3842763555854846	0.3559541875839424	0.39782026410102844	0.08241726756095885	0.0	0.015653367983225527	25.55651317308852	16.54692331118236	21.78482552221536	192	256	256	2.5944644063284548	10.618387513947168	12.754170432695396	25.049659377810563	24.961676572379925	70.62603179349077	64.68725249598167	98.47404912207432	1.0	1.0	1.0	3.215941728408926	6.652883433160416	7.0517707415670845	4.487301684916019	4767587.0	0.0	25.205269038677216	8.529176311435172	0.6805912562088263	83.60928683376069	270.2681956826024	253.4848079457879	44849.0	138.5016803741455	462.89858487546434	97.70108286362962	-0.050455281869500546	68.10948394161036	715.8635866050236	717.204473555088	25444.0	602.1354189299047	825.28161200881	67.54230608844453	0.3922373198171636	38.17150849238848	999.2406128492659	999.9999542087317	182683.0	932.4676550924778	1063.1722509786487	39.920591419673336	0.1579453883152763	0.44286758961079287	0.5045810970512034	0.5439061120631459
sub-PD01270D726467_ses-01_run-1_T1w	0.40485221524643317	3.3110292602870124	0.48998248717125964	2687.018702067865	3.60515	3.67448	3.75833	3.38264	0.2670314521711188	0.4099936514061627	0.32297489642271854	0.620398998260498	0.22475845813751227	0.0	0.009694003887636419	26.191069911130274	16.311098033150447	23.325269308355736	192	256	256	3.0829883730382477	12.533211044739907	11.60858027272687	19.209541400402458	18.89175891298333	52.93578016691505	47.89941687199215	71.87071153607806	1.0	1.0	1.0	6.6570723316096565	9.115646339282913	10.627943701196239	6.1484100222587585	4650472.0	0.0	37.243817031383514	12.96440786106015	2.277964745544934	69.36273421385388	274.9739499893932	262.8621962964535	54348.0	158.77562168687584	438.57421409636714	85.26135883601034	0.29282750071361496	56.02979172335101	734.7171592566183	736.5547856837511	14088.0	634.0883524507284	828.4452469646931	58.76615668393195	0.2721840822347086	50.633748200672045	1000.8874694182515	1000.0176887065172	131462.0	917.1731640100479	1088.0565598011017	52.058186315192906	0.16273760063635193	0.44355417455236296	0.4807762048930258	0.48099390007683995
sub-PD01277D954787_ses-01_run-1_T1w	0.431245231285069	3.1745048341315103	0.5692441216695764	3332.799952830652	3.635006666666667	3.74663	3.73543	3.42296	0.25172224140363114	0.38972960774945276	0.3585481508469161	0.5666075050830841	0.18884977102279665	0.0	0.01043006597479772	21.893493238249686	13.52329696013906	17.175211807330925	192	256	256	2.4061557949194547	12.087814815400861	11.601738678226551	20.311245424359335	19.96857665682453	51.74820105427833	47.00594692988549	69.30106307855361	1.0	1.0	1.0	66.74199895521862	9.453845703514924	9.061795520843441	6.376522026956081	3924751.0	0.0	32.91975528374314	11.234308865389941	15.585955660683783	103.45126940021	300.4969314808298	288.1534938868135	60820.0	129.4491590647027	505.85986384991537	119.7558053312291	0.02819794596370029	61.62084970604306	745.4892107158571	746.74450725317	15078.0	641.4704333551229	845.1254071889445	61.77458502869792	0.32191429858408904	47.61093378396673	1001.4252419553144	1000.0384002998471	210508.0	923.3280720598996	1084.5465235486627	49.235583742187885	0.17376727686356508	0.43882149716614277	0.5108194386757812	0.4276491942769847
sub-PD01282D767752_ses-01_run-1_T1w	0.39591946158154445	3.470102152606512	0.5462847783148244	1794.7849644245468	4.10263	4.1863	4.30995	3.81164	0.27353776819472936	0.3888976808990465	0.3375645509062241	0.602547824382782	0.2156914114952087	0.0	0.015644204187543687	19.89798135211501	13.325267960003822	17.888139270615376	192	256	256	2.6531794726368267	11.417008319424866	11.26499007137717	19.724782422069822	13.659670439936392	39.2102319162279	35.84451641503549	54.663646888942196	1.0	1.0	1.0	4.208771895170589	11.98486453169698	10.966114922478072	8.083668284118176	4090290.0	0.0	30.325173676013947	10.935545816583193	0.5561225334350133	91.24070596871006	261.441368934638	249.88582495227456	83804.0	131.25685112178326	436.6094282269478	94.18297428824312	0.11837361778170408	63.03903321474513	715.6015347617367	717.2999664992094	23647.0	609.8830862492323	814.7469891987741	62.82598553339132	0.30233022079973004	48.88741351347581	1000.2763177653601	1000.0000042319298	211977.0	917.5191854685545	1084.1249589174986	50.69752477288595	0.16278825530453475	0.4409058343695034	0.5149166207560852	0.39771137952956137
sub-PD01283D995641_ses-01_run-1_T1w	0.3941922683402601	3.496725524928041	0.5183719903261177	3557.6351042407914	3.9885466666666667	4.06406	4.19881	3.70277	0.23527267317306125	0.4179057289165837	0.34682159791035505	0.5205276012420654	0.1695722877979277	0.0	0.010816091225332558	25.26930939472047	14.213774012745843	19.404365591531292	192	256	256	2.5688893852569956	11.175463406010591	11.47771247478258	20.688784633080157	15.445941540490267	45.83037213084562	41.73179049776241	63.919057821951334	1.0	1.0	1.0	14.565090799534893	10.249926556111697	8.877222717030621	6.9134704023599625	4549119.0	0.0	28.50133927166462	9.864608199638624	1.0670185736012137	87.15744000616269	255.59517124073	241.65924283862114	59763.0	129.9732435643673	436.1284748017788	94.07069934729866	-0.03627148707232353	64.07857311530474	717.7101198309805	717.038388311863	29359.0	613.7823626250029	825.0713990315794	64.16075563024009	0.24084459448407447	47.48030495024644	1000.0330774825384	1000.044644460082	197554.0	921.0080666989088	1078.8582070469856	48.33740266169696	0.15806804470703847	0.4550205261971908	0.5045138492948489	0.42205391622540683
sub-PD01284D756678_ses-01_run-1_T1w	0.41591894220222947	3.2382519781500942	0.5284683672439447	6543.209878034054	3.748393333333333	3.74871	3.94391	3.55256	0.26509121314666556	0.392118326963921	0.34279045988941337	0.5279904007911682	0.1712900996208191	0.0	0.010713715865987562	21.90253111771467	14.206960850219277	19.02678506231136	192	256	256	2.655946737130253	10.452217115520945	11.277386589811863	20.72399591678439	15.775496942063178	43.87305019319908	40.06873023482464	60.55764356921166	1.0	1.0	1.0	4.895121452970707	10.818393628124404	8.484774662107776	7.296895615756512	4188422.0	0.0	29.048151336610317	10.311838985011258	1.0319180180692733	94.19582222704497	274.36890701383794	260.5038211867213	72571.0	141.52259331196547	456.91580126434565	98.08254914088354	0.042755584979897066	68.35571005795802	721.9391849077946	724.4841328561306	21309.0	604.1736615762114	832.7570502221583	69.3122928047476	0.3925202347407364	46.23657404121959	1000.1252294422725	1000.0000386536121	194915.0	921.1284981444478	1079.1969184577465	48.25312055864604	0.1598450492743355	0.43246979366248667	0.5006244225040997	0.43345823764051733
sub-PD01290D759894_ses-01_run-1_T1w	0.39315433830014623	3.3821080113825857	0.530642341475621	5959.84	3.68951	3.75785	3.87522	3.43546	0.2896716357552006	0.3860553929673749	0.3242729712774245	0.5806765854358673	0.17829881608486176	0.0	0.017724428437580993	19.70761165452785	13.874894603592244	19.343550616841043	192	256	256	2.9767729563218355	10.534103865941015	11.647337420038347	21.431135437852195	15.633237764259018	44.95961253661712	41.04106222228872	62.53033636599003	1.0	1.0	1.0	3.43460006352832	10.47709669731081	7.022915463749013	7.066694334149361	3815594.0	0.0	25.04704086482525	8.190652107017732	1.521267160277593	70.23994413049199	257.0289022154086	250.01044629514217	81909.0	135.06167277693748	416.5000922173258	83.98655987919483	0.21545566328629873	65.0943877643571	718.3386189279784	719.0047874301672	15019.0	603.6796810775995	830.5247506797314	68.25268287411342	0.27682580118865285	45.38008747000895	999.4346540596573	999.999970421195	187527.0	921.8063703924417	1074.7647601813078	46.660957700298866	0.15527402896565673	0.41119978328889817	0.4775628418879188	0.423832861728072
sub-PD01295D754105_ses-01_run-1_T1w	0.42042044891986396	3.2200464960743638	0.5466401401739647	1926.5189249377386	3.848216666666667	3.80196	4.00923	3.73346	0.2843028743556318	0.3500522927831627	0.3656448328612055	0.6956871449947357	0.24446408450603485	1.607608489458911e-06	0.005481605764953233	18.42499103690141	13.218599060864632	15.42370247386665	192	256	256	3.7779048491878204	10.552525392828818	10.47115328595362	17.083029615844218	10.27180347256562	26.298089989756473	24.575254096842936	37.155868828206714	1.0	1.0	1.0	11.067148501243153	0.0	11.656806234018108	0.0	4095804.0	0.0	46.53728437423706	17.632994886720184	2.117497091927336	57.69516605584125	282.4695980196221	276.46556977927685	143201.0	174.51481640338898	413.068546757102	73.17934556531347	0.05754323051216925	66.3568759082968	708.8954775787469	707.8130391165614	10706.0	600.4964566156268	822.2506284937263	67.07209460841231	0.33900340000994067	56.50557500314349	1001.9778581169239	1000.0501346886158	220782.0	909.2823709845543	1101.3489648997784	58.54042827202097	0.14500806448147927	0.3758070455987147	0.41400603857079576	0.37644171779141106
sub-PD01295D754105_ses-01_run-2_T1w	0.40633352327517935	3.3063234025511457	0.5416487028520326	5036.199211183458	3.732583333333333	3.75941	3.8573	3.58104	0.28775967671161556	0.3565551343154974	0.35568518897288703	0.6185825765132904	0.20370002090930928	2.748815757043494e-05	0.012392471194046517	18.40881583950621	13.25756411256832	16.041310065652258	192	256	256	3.837607836624865	10.641642668841339	11.183429035570313	19.071036601244735	16.912395802273984	44.76846082560631	41.405656579546374	62.53611311075882	1.0	1.0	1.0	6.004976953981659	0.0	7.099691987623271	0.0	4070278.0	0.0	28.748916674405336	10.47612925441752	2.1594435894234127	56.04559128688148	276.57681833777036	270.44207042455673	140689.0	172.58981132507324	402.0032770484686	70.47127293921618	0.18796308587313648	65.32702678661981	715.8926096406092	715.8817341402173	10379.0	603.6742789592594	826.3507707417011	67.26849120551171	0.424245690238199	50.11975169858701	1000.1966774157254	1000.0000061318278	214247.0	914.7645245343447	1086.487534351647	52.43541257263682	0.14280516954945788	0.3817762600758358	0.4159395317985739	0.40169452181987003
